userName,roomName,category,fans,roomUrl
sosososovan,街霸5.调调摇杆,主机游戏,3,http://www.douyu.com/1573
mutoto,呵呵呵呵呵呵啊啊啊啊,主机游戏,16,http://www.douyu.com/1575
夜看星罗话,【星罗】冒险岛2骑士团本,冒险岛2,98,http://www.douyu.com/1581
天海宫雪纪,绝地求生不需要视力。,绝地求生,1305,http://www.douyu.com/1591
韓雨辰,经典RPG系列,主机游戏,26,http://www.douyu.com/1599
Feena,深夜打一局,高达文化区,288,http://www.douyu.com/1620
YukariPT,油咖喱随便打打辣油,综合手游,96,http://www.douyu.com/1630
梦光幽幻,养老工会开荒M化身,魔兽世界,339,http://www.douyu.com/1649
四二四儿,哇！！战地记者上线,绝地求生,70022,http://www.douyu.com/1650
corndog,华硕ROG新品直播,单机手游,28794,http://www.douyu.com/1652
ALDLA,9月9月快来吧～,新游中心,91,http://www.douyu.com/1654
kiddback,宇宙第一屠杀稻草人,英雄联盟,36,http://www.douyu.com/1667
Aphra,带您领略今日乌鲁木齐的大晴天～～,户外,10,http://www.douyu.com/1671
文酱丶,哑巴LOL BestLOL,英雄联盟,3494,http://www.douyu.com/1674
咖啡,[CMUTV-4]STEAM游戏,主机游戏,42,http://www.douyu.com/1689
mlsao_SF,变态游戏，看到你想砸电脑,怀旧游戏,563,http://www.douyu.com/1692
进击の草莓,王者之路 小羽解说,守望先锋,63,http://www.douyu.com/1708
zhyjqww,茶杯头头头,主机游戏,2566,http://www.douyu.com/1726
天叢云,勇者斗恶龙 RPG剧情开荒,怀旧游戏,21,http://www.douyu.com/1731
ray影,KAY你好,炉石传说,227,http://www.douyu.com/1737
为爱而暗,PigeonLeague 咕超联赛,主机游戏,144,http://www.douyu.com/1739
astrosoft,astrosoft的直播间,主机游戏,13,http://www.douyu.com/1755
蛀虫,宝藏世界  不信邪继续肝龙蛋,我的世界,599,http://www.douyu.com/1761
CielNee,FPS萌新 守望先锋,主机游戏,868,http://www.douyu.com/1767
XuYao,【需要】深圳漫游,流放之路POE,81,http://www.douyu.com/1770
GZ维尼,猥琐发育 别浪 一起上王者,王者荣耀,3568,http://www.douyu.com/1771
上帝信条,叛逆者x暑期大奖赛,主机游戏,37,http://www.douyu.com/1774
人见人捏的肉馒头,歇了菜的后半夜..,守望先锋,43,http://www.douyu.com/1777
duyuxia,新人小透明随便玩,绝地求生,12,http://www.douyu.com/1778
marsmajor,新人多多关照！！,王者荣耀,309,http://www.douyu.com/1782
二宝,继续忙里偷闲,怀旧游戏,413,http://www.douyu.com/1790
DY丶Somnus,播replay测试一下网速,皇室战争,11,http://www.douyu.com/1797
kvenok,花式作死的老司机,网游前瞻,5,http://www.douyu.com/1801
chqtnt,彩虹六号 掉段型探员,主机游戏,361,http://www.douyu.com/1805
末日西瓜,风暴英雄西瓜,风暴英雄,2,http://www.douyu.com/1811
Lancer,暴躁的小屠,主机游戏,16,http://www.douyu.com/1819
Smecta,【思密达】PC游戏：彩虹六号,主机游戏,811,http://www.douyu.com/1822
胖孩无敌,休息的菜鸡,炉石传说,218,http://www.douyu.com/1852
djgunbuster,节奏大师最强王者老滚,综合手游,2506,http://www.douyu.com/1876
也无风雨也无月,随便播点啥把,英雄联盟,3,http://www.douyu.com/1885
哦不懂,进击的奶牛妹！单排上黑玫瑰钻石,英雄联盟,23,http://www.douyu.com/1890
花的世界,房间名1&amp;middot;,守望先锋,14,http://www.douyu.com/1897
eyestone,好冷啊好冷啊,,10,http://www.douyu.com/1898
MILU攻略组_MD,【MD】动作游戏专属直播间,主机游戏,556,http://www.douyu.com/1911
母鸡,狂野的母鸡与你同在,魔兽世界,10,http://www.douyu.com/1920
伊万懦夫斯基,【全境缩水】日常卖萌,主机游戏,28,http://www.douyu.com/1927
老任,任渊真武：讲个相声打个币,天涯明月刀,627,http://www.douyu.com/1936
吃翔的西瓜,深夜修片中,守望先锋,134,http://www.douyu.com/1940
cnabcd,12345111aazz,主机游戏,109,http://www.douyu.com/1952
素还真爸爸,哈哈哈哈哈哈11··,星际争霸,61,http://www.douyu.com/1959
小气财神爷,高温天打点滴送快递,绝地求生,40,http://www.douyu.com/1963
jaisie,軍♂臨天下,魔兽世界,243,http://www.douyu.com/1968
指叉球,无聊玩玩三麻,棋牌娱乐,59,http://www.douyu.com/1972
窝窝desu,只是一个黄金的鸡，随便玩玩,王者荣耀,10,http://www.douyu.com/1975
zxc12531,测试飞行直播,数码科技,9,http://www.douyu.com/1977
刹娜酱,刹娜教你屠杀菜鸡,二次元,72,http://www.douyu.com/1991
梵天魔影丨一页书,很难受。难受到不行！,DNF,81,http://www.douyu.com/1992
脱缰的老二,FF14国际服休闲咸鱼极骑神瞎播,炉石传说,3,http://www.douyu.com/1994
Mamercus,刷点史诗碎片,DNF,21,http://www.douyu.com/2001
SamusAran,综合日常,主机游戏,14,http://www.douyu.com/2003
次世代怪大叔,次世代怪大叔的小黑屋,主机游戏,5,http://www.douyu.com/2007
AraragiTsukihi,一个菜鸡的osu直播 欢迎点歌,音乐游戏,16,http://www.douyu.com/2016
寂寞啊,寂寞啊,炉石传说,3,http://www.douyu.com/2022
疯狂的dotaer,// 吃娱享乐,炉石传说,30,http://www.douyu.com/2024
yuki琥珀,啊？开黑吗？我半藏贼溜,CS:GO,5150,http://www.douyu.com/2035
真大梦,放肆 丢出去！,主机游戏,1148,http://www.douyu.com/2069
阿鲁巴,【阿鲁巴】五黑车美滋滋,英雄联盟,48,http://www.douyu.com/2070
傲天皇妃sama,临时→养老院KTV又开业了,二次元,471614,http://www.douyu.com/2073
啦啦啦小黄鸭,弹幕点歌直播间,二次元,123,http://www.douyu.com/2076
www888w8,中老年娱乐操作,英雄联盟,21,http://www.douyu.com/2080
莎拉喵,天气炎热，宅宅宅,冒险岛2,335,http://www.douyu.com/2082
兰长风,腾讯代理新卡牌手游  怠惰日常,新游中心,6,http://www.douyu.com/2084
